"","sample","similiraty"
"H183","H178","0.5532"
"H183","H177","0.7416"
"H183","H176","0.7362"
"H183","H175","0.7382"
"H183","H174","0.6209"
"H183","H173","0.606"
"H183","H172","0.6224"
"H183","H171","0.5893"
"H183","H170","0.6499"
"H183","H17","0.5453"
"H183","H169","0.6107"
"H183","H168","0.5383"
"H183","H167","0.5403"
"H183","H166","0.632"
"H183","H165","0.7357"
"H183","H164","0.7234"
"H183","H163","0.7682"
"H183","H162","0.7414"
"H183","H161","0.7357"
"H183","H160","0.7311"
"H183","H16","0.5601"
"H183","H159","0.7333"
"H183","H158","0.7311"
"H183","H157","0.5654"
"H183","H156","0.4987"
"H183","H155","0.5468"
"H183","H154","0.5254"
"H183","H153","0.5536"
"H183","H152","0.5543"
"H183","H151","0.5535"
"H183","H150","0.5556"
"H183","H15","0.5758"
"H183","H149","0.5564"
"H183","H148","0.555"
"H183","H147","0.5559"
"H183","H146","0.5043"
"H183","H145","0.5422"
"H183","H144","0.5345"
"H183","H143","0.5472"
"H183","H142","0.5492"
"H183","H141","0.5429"
"H183","H140","0.6019"
"H183","H139","0.5374"
"H183","H138","0.5421"
"H183","H136","0.5575"
"H183","H135","0.5355"
"H183","H134","0.59"
"H183","H133","0.6146"
"H183","H132","0.5053"
"H183","H131","0.576"
"H183","H130","0.558"
"H183","H13","0.5617"
"H183","H129","0.5729"
"H183","H128","0.554"
"H183","H127","0.55"
"H183","H126","0.5717"
"H183","H125","0.5438"
"H183","H124","0.5234"
"H183","H123","0.5303"
"H183","H122","0.5446"
"H183","H121","0.5492"
"H183","H120","0.5525"
"H183","H12","0.552"
"H183","H119","0.5529"
"H183","H118","0.553"
"H183","H117","0.553"
"H183","H116","0.5529"
"H183","H115","0.5528"
"H183","H114","0.553"
"H183","H113","0.5529"
"H183","H112","0.553"
"H183","H111","0.5529"
"H183","H110","0.5531"
"H183","H11","0.5477"
"H183","H109","0.5531"
"H183","H108","0.5578"
"H183","H107","0.5582"
"H183","H106","0.5585"
"H183","H105","0.5594"
"H183","H104","0.5573"
"H183","H103","0.5592"
"H183","H102","0.5608"
"H183","H101","0.5469"
"H183","H100","0.5705"
"H183","H10","0.5421"
"H183","H1","0.5494"
"H182","H368","0.5846"
"H182","H367","0.5567"
"H182","H366","0.4782"
"H182","H365","0.5971"
"H182","H364","0.561"
"H182","H363","0.5514"
"H182","H362","0.577"
"H182","H361","0.5758"
"H182","H99","0.56"
"H182","H98","0.5503"
"H182","H97","0.5645"
"H182","H96","0.5053"
"H182","H95","0.5074"
"H182","H94","0.5062"
"H182","H93","0.5073"
"H182","H92","0.5051"
"H182","H91","0.5494"
"H182","H90","0.5441"
"H182","H9","0.5536"
"H182","H89","0.5581"
"H182","H88","0.5696"
"H182","H87","0.5383"
"H182","H86","0.6462"
"H182","H85","0.5617"
"H182","H84","0.5723"
"H182","H83","0.557"
"H182","H82","0.5543"
"H182","H81","0.5548"
"H182","H8","0.553"
"H182","H79","0.5666"
"H182","H78","0.5569"
"H182","H77","0.5434"
"H182","H76","0.5416"
"H182","H75","0.5165"
"H182","H74","0.5545"
"H182","H73","0.5544"
"H182","H72","0.5456"
"H182","H71","0.5493"
"H182","H70","0.5479"
"H182","H7","0.5527"
"H182","H69","0.5568"
"H182","H68","0.5607"
"H182","H67","0.5618"
"H182","H66","0.545"
"H182","H65","0.5475"
"H182","H64","0.5431"
"H182","H63","0.5288"
"H182","H62","0.5051"
"H182","H61","0.5012"
"H182","H60","0.5724"
"H182","H6","0.5516"
"H182","H59","0.6103"
"H182","H58","0.5512"
"H182","H57","0.5486"
"H182","H56","0.5509"
"H182","H55","0.5547"
"H182","H54","0.555"
"H182","H53","0.5486"
"H182","H52","0.5471"
"H182","H51","0.5314"
"H182","H50","0.5606"
"H182","H5","0.5492"
"H182","H49","0.5473"
"H182","H48","0.5254"
"H182","H47","0.584"
"H182","H46","0.5506"
"H182","H45","0.5355"
"H182","H44","0.5632"
"H182","H43","0.5756"
"H182","H42","0.5522"
"H182","H41","0.5531"
"H182","H40","0.5618"
"H182","H4","0.5483"
"H182","H39","0.554"
"H182","H38","0.5386"
"H182","H37","0.5573"
"H182","H36","0.5828"
"H182","H35","0.5609"
"H182","H34","0.5685"
"H182","H335","0.5364"
"H182","H334","0.5945"
"H182","H333","0.4884"
"H182","H332","0.5484"
"H182","H331","0.531"
"H182","H330","0.4999"
"H182","H33","0.5477"
"H182","H329","0.6014"
"H182","H328","0.544"
"H182","H327","0.5177"
"H182","H326","0.5376"
"H182","H325","0.7432"
"H182","H324","0.6087"
"H182","H323","0.5915"
"H182","H322","0.498"
"H182","H321","0.6007"
"H182","H320","0.6967"
"H182","H32","0.5446"
"H182","H319","0.7098"
"H182","H318","0.6152"
"H182","H317","0.6035"
"H182","H316","0.5338"
"H182","H315","0.537"
"H182","H314","0.5704"
"H182","H313","0.7541"
"H182","H312","0.7544"
"H182","H311","0.5378"
"H182","H310","0.7369"
"H182","H309","0.738"
"H182","H308","0.7333"
"H182","H307","0.732"
"H182","H306","0.7341"
"H182","H305","0.7423"
"H182","H304","0.7356"
"H182","H303","0.7326"
"H182","H302","0.537"
"H182","H301","0.5489"
"H182","H300","0.4996"
"H182","H30","0.5916"
"H182","H3","0.5517"
"H182","H298","0.5469"
"H182","H297","0.5464"
"H182","H296","0.5519"
"H182","H294","0.5548"
"H182","H293","0.7539"
"H182","H292","0.5588"
"H182","H291","0.5594"
"H182","H290","0.5595"
"H182","H29","0.5806"
"H182","H289","0.5513"
"H182","H288","0.5474"
"H182","H287","0.5641"
"H182","H286","0.5158"
"H182","H285","0.5453"
"H182","H284","0.5428"
"H182","H283","0.5518"
"H182","H282","0.5533"
"H182","H281","0.5474"
"H182","H280","0.4635"
"H182","H28","0.585"
"H182","H279","0.5723"
"H182","H278","0.5138"
"H182","H277","0.555"
"H182","H276","0.5547"
"H182","H275","0.7175"
"H182","H274","0.7461"
"H182","H273","0.5701"
"H182","H272","0.5603"
"H182","H271","0.5674"
"H182","H270","0.5632"
"H182","H27","0.581"
"H182","H269","0.565"
"H182","H268","0.5589"
"H182","H267","0.5652"
"H182","H266","0.56"
"H182","H265","0.5558"
"H182","H264","0.561"
"H182","H262","0.5529"
"H182","H26","0.5731"
"H182","H259","0.5516"
"H182","H258","0.5532"
"H182","H257","0.5645"
"H182","H256","0.5674"
"H182","H255","0.5586"
"H182","H254","0.5531"
"H182","H253","0.55"
"H182","H252","0.5542"
"H182","H251","0.5448"
"H182","H250","0.5567"
"H182","H25","0.5667"
"H182","H249","0.56"
"H182","H248","0.5651"
"H182","H247","0.5339"
"H182","H246","0.5404"
"H182","H245","0.5449"
"H182","H244","0.7684"
"H182","H243","0.73"
"H182","H242","0.5351"
"H182","H241","0.5757"
"H182","H240","0.5748"
"H182","H24","0.5614"
"H182","H239","0.5338"
"H182","H238","0.5402"
"H182","H237","0.5133"
"H182","H236","0.5556"
"H182","H235","0.5549"
"H182","H234","0.5652"
"H182","H233","0.5585"
"H182","H232","0.5604"
"H182","H231","0.7349"
"H182","H230","0.7327"
"H182","H23","0.5429"
"H182","H229","0.7343"
"H182","H228","0.5383"
"H182","H227","0.5166"
"H182","H226","0.4882"
"H182","H225","0.5824"
"H182","H224","0.5336"
"H182","H223","0.556"
"H182","H222","0.5537"
"H182","H221","0.5513"
"H182","H220","0.546"
"H182","H219","0.6336"
"H182","H218","0.5959"
"H182","H217","0.6682"
"H182","H216","0.6842"
"H182","H215","0.6791"
"H182","H214","0.6775"
"H182","H213","0.6863"
"H182","H212","0.6877"
"H182","H211","0.5611"
"H182","H210","0.5567"
"H182","H21","0.5385"
"H182","H209","0.531"
"H182","H208","0.547"
"H182","H207","0.5338"
"H182","H206","0.4852"
"H182","H205","0.735"
"H182","H204","0.7286"
"H182","H203","0.5599"
"H182","H202","0.5618"
"H182","H201","0.5681"
"H182","H200","0.7831"
"H182","H20","0.547"
"H182","H2","0.5519"
"H182","H199","0.7128"
"H182","H198","0.6785"
"H182","H197","0.7036"
"H182","H196","0.551"
"H182","H195","0.5958"
"H182","H194","0.5911"
"H182","H193","0.6062"
"H182","H192","0.6075"
"H182","H191","0.6123"
"H182","H190","0.6325"
"H182","H19","0.5558"
"H182","H189","0.5621"
"H182","H188","0.6282"
"H182","H187","0.608"
"H182","H186","0.632"
"H182","H185","0.6429"
"H182","H184","0.6246"
"H182","H183","0.927"
"H182","H182","1"
"H182","H181","0.8922"
"H182","H180","0.546"
"H182","H18","0.5414"
"H182","H179","0.5491"
"H182","H178","0.5522"
"H182","H177","0.7517"
"H182","H176","0.7426"
"H182","H175","0.746"
"H182","H174","0.6231"
"H182","H173","0.601"
"H182","H172","0.617"
"H182","H171","0.5983"
"H182","H170","0.662"
"H182","H17","0.5515"
"H182","H169","0.6118"
"H182","H168","0.535"
"H182","H167","0.5373"
"H182","H166","0.6384"
"H182","H165","0.745"
"H182","H164","0.7327"
"H182","H163","0.7617"
"H182","H162","0.7465"
"H182","H161","0.7423"
"H182","H160","0.7347"
"H182","H16","0.5593"
"H182","H159","0.7369"
"H182","H158","0.735"
"H182","H157","0.5651"
"H182","H156","0.4937"
"H182","H155","0.5485"
"H182","H154","0.5269"
"H182","H153","0.5531"
"H182","H152","0.554"
"H182","H151","0.5535"
"H182","H150","0.5556"
"H182","H15","0.5661"
"H182","H149","0.5563"
"H182","H148","0.555"
"H182","H147","0.5564"
"H182","H146","0.4961"
"H182","H145","0.5412"
"H182","H144","0.5308"
"H182","H143","0.5459"
"H182","H142","0.5501"
"H182","H141","0.5488"
"H182","H140","0.5984"
"H182","H139","0.5349"
"H182","H138","0.544"
"H182","H136","0.5572"
"H182","H135","0.5447"
"H182","H134","0.5914"
"H182","H133","0.6069"
"H182","H132","0.5076"
"H182","H131","0.5625"
"H182","H130","0.5559"
"H182","H13","0.5579"
"H182","H129","0.5758"
"H182","H128","0.5523"
"H182","H127","0.5507"
"H182","H126","0.573"
"H182","H125","0.5438"
"H182","H124","0.5248"
"H182","H123","0.5322"
"H182","H122","0.5461"
"H182","H121","0.5417"
"H182","H120","0.5525"
"H182","H12","0.5527"
"H182","H119","0.5528"
"H182","H118","0.553"
"H182","H117","0.5527"
"H182","H116","0.5529"
"H182","H115","0.553"
"H182","H114","0.553"
"H182","H113","0.5528"
"H182","H112","0.553"
"H182","H111","0.5528"
"H182","H110","0.5529"
"H182","H11","0.5489"
"H182","H109","0.5531"
"H182","H108","0.5583"
"H182","H107","0.5584"
"H182","H106","0.5587"
"H182","H105","0.5601"
"H182","H104","0.5581"
"H182","H103","0.5649"
"H182","H102","0.5625"
"H182","H101","0.5543"
"H182","H100","0.5704"
"H182","H10","0.5421"
"H182","H1","0.5519"
"H181","H368","0.5984"
"H181","H367","0.5716"
"H181","H366","0.4843"
"H181","H365","0.6149"
"H181","H364","0.5784"
"H181","H363","0.5679"
"H181","H362","0.5973"
"H181","H361","0.5963"
"H181","H99","0.5762"
"H181","H98","0.5726"
"H181","H97","0.5822"
"H181","H96","0.4999"
"H181","H95","0.499"
"H181","H94","0.4988"
"H181","H93","0.5033"
"H181","H92","0.5023"
"H181","H91","0.5728"
"H181","H90","0.5684"
"H181","H9","0.5763"
"H181","H89","0.5863"
"H181","H88","0.5904"
"H181","H87","0.5501"
"H181","H86","0.6576"
"H181","H85","0.5785"
"H181","H84","0.5861"
"H181","H83","0.5906"
"H181","H82","0.5923"
"H181","H81","0.5929"
"H181","H8","0.5695"
"H181","H79","0.5992"
"H181","H78","0.5759"
"H181","H77","0.5562"
"H181","H76","0.5544"
"H181","H75","0.5432"
"H181","H74","0.5926"
"H181","H73","0.5922"
"H181","H72","0.5714"
"H181","H71","0.577"
"H181","H70","0.5699"
"H181","H7","0.5692"
"H181","H69","0.5805"
"H181","H68","0.5827"
"H181","H67","0.5811"
"H181","H66","0.5658"
"H181","H65","0.5734"
"H181","H64","0.5695"
"H181","H63","0.5494"
"H181","H62","0.5176"
"H181","H61","0.5155"
"H181","H60","0.6062"
"H181","H6","0.5728"
"H181","H59","0.6209"
"H181","H58","0.568"
"H181","H57","0.5646"
"H181","H56","0.5686"
"H181","H55","0.5712"
"H181","H54","0.5715"
"H181","H53","0.5616"
"H181","H52","0.5769"
"H181","H51","0.5569"
"H181","H50","0.5781"
"H181","H5","0.5716"
"H181","H49","0.5773"
"H181","H48","0.5418"
"H181","H47","0.5932"
"H181","H46","0.5649"
"H181","H45","0.5627"
"H181","H44","0.5802"
"H181","H43","0.5951"
"H181","H42","0.5695"
"H181","H41","0.5664"
"H181","H40","0.5766"
"H181","H4","0.5698"
"H181","H39","0.592"
"H181","H38","0.5651"
"H181","H37","0.574"
"H181","H36","0.6035"
"H181","H35","0.5831"
"H181","H34","0.5901"
"H181","H335","0.5564"
"H181","H334","0.6114"
"H181","H333","0.5205"
"H181","H332","0.5401"
"H181","H331","0.5488"
"H181","H330","0.523"
"H181","H33","0.5779"
"H181","H329","0.6027"
"H181","H328","0.5068"
"H181","H327","0.5446"
"H181","H326","0.5065"
"H181","H325","0.7138"
"H181","H324","0.6105"
"H181","H323","0.6275"
"H181","H322","0.4983"
"H181","H321","0.6217"
"H181","H320","0.6691"
"H181","H32","0.5691"
"H181","H319","0.6751"
"H181","H318","0.653"
"H181","H317","0.6469"
"H181","H316","0.5561"
"H181","H315","0.5226"
"H181","H314","0.5864"
"H181","H313","0.7228"
"H181","H312","0.7233"
"H181","H311","0.5592"
"H181","H310","0.7701"
"H181","H309","0.7713"
"H181","H308","0.7663"
"H181","H307","0.7648"
"H181","H306","0.7674"
"H181","H305","0.7761"
"H181","H304","0.7689"
"H181","H303","0.7661"
"H181","H302","0.5546"
"H181","H301","0.5701"
"H181","H300","0.5306"
"H181","H30","0.6078"
"H181","H3","0.5749"
"H181","H298","0.5674"
"H181","H297","0.5664"
"H181","H296","0.58"
"H181","H294","0.5811"
"H181","H293","0.7228"
"H181","H292","0.555"
"H181","H291","0.5554"
"H181","H290","0.5557"
"H181","H29","0.5963"
"H181","H289","0.5731"
"H181","H288","0.5693"
"H181","H287","0.589"
"H181","H286","0.5016"
"H181","H285","0.564"
"H181","H284","0.557"
"H181","H283","0.576"
"H181","H282","0.5754"
"H181","H281","0.5778"
"H181","H280","0.4693"
"H181","H28","0.5998"
"H181","H279","0.5922"
"H181","H278","0.5296"
"H181","H277","0.5769"
"H181","H276","0.5752"
"H181","H275","0.6653"
"H181","H274","0.7232"
"H181","H273","0.5923"
"H181","H272","0.5744"
"H181","H271","0.5864"
"H181","H270","0.6012"
"H181","H27","0.5979"
"H181","H269","0.5924"
"H181","H268","0.5838"
"H181","H267","0.593"
"H181","H266","0.5783"
"H181","H265","0.5786"
"H181","H264","0.5852"
"H181","H262","0.5723"
"H181","H26","0.5898"
"H181","H259","0.5659"
"H181","H258","0.568"
"H181","H257","0.5817"
"H181","H256","0.5785"
"H181","H255","0.5773"
"H181","H254","0.5735"
"H181","H253","0.5695"
"H181","H252","0.5642"
"H181","H251","0.5566"
"H181","H250","0.5827"
"H181","H25","0.5839"
"H181","H249","0.5905"
"H181","H248","0.5898"
"H181","H247","0.5587"
"H181","H246","0.5545"
"H181","H245","0.5711"
"H181","H244","0.7648"
"H181","H243","0.6807"
"H181","H242","0.5565"
"H181","H241","0.5961"
"H181","H240","0.5955"
"H181","H24","0.5806"
"H181","H239","0.5561"
"H181","H238","0.5562"
"H181","H237","0.5439"
"H181","H236","0.5778"
"H181","H235","0.5672"
"H181","H234","0.57"
"H181","H233","0.5638"
"H181","H232","0.5665"
"H181","H231","0.7687"
"H181","H230","0.7664"
"H181","H23","0.5544"
"H181","H229","0.7679"
"H181","H228","0.5471"
"H181","H227","0.5441"
"H181","H226","0.4989"
"H181","H225","0.5934"
"H181","H224","0.5666"
"H181","H223","0.5908"
"H181","H222","0.5893"
"H181","H221","0.5856"
"H181","H220","0.564"
"H181","H219","0.6168"
"H181","H218","0.6213"
"H181","H217","0.6855"
"H181","H216","0.7062"
"H181","H215","0.691"
"H181","H214","0.68"
"H181","H213","0.7071"
"H181","H212","0.6984"
"H181","H211","0.5849"
"H181","H210","0.5653"
"H181","H21","0.5357"
"H181","H209","0.5357"
"H181","H208","0.5584"
"H181","H207","0.5335"
"H181","H206","0.5053"
"H181","H205","0.685"
"H181","H204","0.678"
"H181","H203","0.5682"
"H181","H202","0.5607"
"H181","H201","0.5683"
"H181","H200","0.7731"
"H181","H20","0.5564"
"H181","H2","0.5756"
"H181","H199","0.759"
"H181","H198","0.7149"
"H181","H197","0.713"
"H181","H196","0.5705"
"H181","H195","0.6137"
"H181","H194","0.6026"
"H181","H193","0.6342"
"H181","H192","0.6217"
"H181","H191","0.6224"
"H181","H190","0.6512"
"H181","H19","0.5753"
"H181","H189","0.5769"
"H181","H188","0.6631"
"H181","H187","0.6294"
"H181","H186","0.651"
"H181","H185","0.6798"
"H181","H184","0.6683"
"H181","H183","0.8964"
"H181","H182","0.8922"
"H181","H181","1"
"H181","H180","0.5731"
"H181","H18","0.5605"
"H181","H179","0.5725"
"H181","H178","0.5722"
"H181","H177","0.785"
"H181","H176","0.7373"
"H181","H175","0.7402"
"H181","H174","0.6497"
"H181","H173","0.6147"
"H181","H172","0.6509"
"H181","H171","0.6319"
"H181","H170","0.683"
"H181","H17","0.5732"
"H181","H169","0.6192"
"H181","H168","0.5454"
"H181","H167","0.5457"
"H181","H166","0.6805"
"H181","H165","0.7879"
"H181","H164","0.7674"
"H181","H163","0.7298"
"H181","H162","0.7459"
"H181","H161","0.7427"
"H181","H160","0.7684"
"H181","H16","0.5782"
"H181","H159","0.7707"
"H181","H158","0.769"
"H181","H157","0.5913"
"H181","H156","0.522"
"H181","H155","0.5556"
"H181","H154","0.5413"
"H181","H153","0.5792"
"H181","H152","0.5795"
"H181","H151","0.5802"
"H181","H150","0.5812"
"H181","H15","0.5984"
"H181","H149","0.582"
"H181","H148","0.5806"
"H181","H147","0.5791"
"H181","H146","0.5237"
"H181","H145","0.567"
"H181","H144","0.5325"
"H181","H143","0.5741"
"H181","H142","0.5701"
"H181","H141","0.5723"
"H181","H140","0.6198"
"H181","H139","0.557"
"H181","H138","0.5669"
"H181","H136","0.5762"
"H181","H135","0.5577"
"H181","H134","0.6118"
"H181","H133","0.6077"
"H181","H132","0.4976"
"H181","H131","0.5949"
"H181","H130","0.5822"
"H181","H13","0.5774"
"H181","H129","0.5876"
"H181","H128","0.5732"
"H181","H127","0.5719"
"H181","H126","0.5961"
"H181","H125","0.5548"
"H181","H124","0.5454"
"H181","H123","0.5565"
"H181","H122","0.5575"
"H181","H121","0.5605"
"H181","H120","0.569"
"H181","H12","0.5757"
"H181","H119","0.5693"
"H181","H118","0.5695"
"H181","H117","0.5695"
"H181","H116","0.5693"
"H181","H115","0.5695"
"H181","H114","0.5695"
"H181","H113","0.5693"
"H181","H112","0.5692"
"H181","H111","0.5693"
"H181","H110","0.5693"
"H181","H11","0.5698"
"H181","H109","0.5696"
"H181","H108","0.576"
"H181","H107","0.5764"
"H181","H106","0.5767"
"H181","H105","0.5832"
"H181","H104","0.5822"
"H181","H103","0.5824"
"H181","H102","0.579"
"H181","H101","0.575"
"H181","H100","0.5988"
"H181","H10","0.5631"
"H181","H1","0.5741"
"H180","H368","0.6343"
"H180","H367","0.5962"
"H180","H366","0.5021"
"H180","H365","0.6559"
"H180","H364","0.5282"
"H180","H363","0.5399"
"H180","H362","0.6675"
"H180","H361","0.6667"
"H180","H99","0.6179"
"H180","H98","0.5514"
"H180","H97","0.5604"
"H180","H96","0.5417"
"H180","H95","0.5447"
"H180","H94","0.5434"
"H180","H93","0.5561"
"H180","H92","0.5559"
"H180","H91","0.5998"
"H180","H90","0.5775"
"H180","H9","0.61"
"H180","H89","0.5673"
"H180","H88","0.6581"
"H180","H87","0.5669"
"H180","H86","0.591"
"H180","H85","0.5848"
"H180","H84","0.6151"
"H180","H83","0.6511"
"H180","H82","0.5704"
"H180","H81","0.5709"
"H180","H8","0.6409"
"H180","H79","0.5715"
"H180","H78","0.6214"
"H180","H77","0.5697"
"H180","H76","0.5721"
"H180","H75","0.5431"
"H180","H74","0.5714"
"H180","H73","0.569"
"H180","H72","0.6525"
"H180","H71","0.6599"
"H180","H70","0.6545"
"H180","H7","0.6404"
"H180","H69","0.6651"
"H180","H68","0.6499"
"H180","H67","0.6406"
"H180","H66","0.591"
"H180","H65","0.6016"
"H180","H64","0.6484"
"H180","H63","0.5878"
"H180","H62","0.5703"
"H180","H61","0.5793"
"H180","H60","0.6046"
"H180","H6","0.6319"
"H180","H59","0.5398"
"H180","H58","0.5857"
"H180","H57","0.5886"
"H180","H56","0.6393"
"H180","H55","0.6342"
"H180","H54","0.6324"
"H180","H53","0.5699"
"H180","H52","0.5676"
"H180","H51","0.5419"
"H180","H50","0.5735"
"H180","H5","0.6314"
"H180","H49","0.5685"
"H180","H48","0.5527"
"H180","H47","0.5459"
"H180","H46","0.5687"
"H180","H45","0.6269"
"H180","H44","0.7341"
"H180","H43","0.8435"
"H180","H42","0.5461"
"H180","H41","0.5907"
"H180","H40","0.5925"
"H180","H4","0.6298"
"H180","H39","0.5696"
"H180","H38","0.5636"
"H180","H37","0.6445"
"H180","H36","0.5811"
"H180","H35","0.5653"
"H180","H34","0.6701"
"H180","H335","0.5681"
"H180","H334","0.5071"
"H180","H333","0.5476"
"H180","H332","0.4994"
"H180","H331","0.5122"
"H180","H330","0.5155"
"H180","H33","0.5805"
"H180","H329","0.5046"
"H180","H328","0.4873"
"H180","H327","0.5226"
"H180","H326","0.485"
"H180","H325","0.5173"
"H180","H324","0.5197"
"H180","H323","0.537"
"H180","H322","0.4543"
"H180","H321","0.5777"
"H180","H320","0.5138"
"H180","H32","0.5808"
"H180","H319","0.5044"
"H180","H318","0.5559"
"H180","H317","0.5496"
"H180","H316","0.511"
"H180","H315","0.4888"
"H180","H314","0.628"
"H180","H313","0.5131"
"H180","H312","0.5139"
"H180","H311","0.6205"
"H180","H310","0.5474"
"H180","H309","0.5467"
"H180","H308","0.5452"
"H180","H307","0.5469"
"H180","H306","0.5467"
"H180","H305","0.5481"
"H180","H304","0.547"
"H180","H303","0.547"
"H180","H302","0.5501"
"H180","H301","0.5791"
"H180","H300","0.5501"
"H180","H30","0.6367"
"H180","H3","0.6296"
"H180","H298","0.539"
"H180","H297","0.5341"
"H180","H296","0.5727"
"H180","H294","0.6006"
"H180","H293","0.5145"
"H180","H292","0.5341"
"H180","H291","0.5349"
"H180","H290","0.5342"
"H180","H29","0.6406"
"H180","H289","0.5286"
"H180","H288","0.525"
"H180","H287","0.5253"
"H180","H286","0.4776"
"H180","H285","0.6097"
"H180","H284","0.5528"
"H180","H283","0.6582"
"H180","H282","0.6133"
"H180","H281","0.551"
"H180","H280","0.4361"
"H180","H28","0.6425"
"H180","H279","0.7004"
"H180","H278","0.5147"
"H180","H277","0.6842"
"H180","H276","0.6785"
"H180","H275","0.5238"
"H180","H274","0.5172"
"H180","H273","0.5666"
"H180","H272","0.5612"
"H180","H271","0.5582"
"H180","H270","0.572"
"H180","H27","0.64"
"H180","H269","0.5752"
"H180","H268","0.5731"
"H180","H267","0.5677"
"H180","H266","0.5652"
"H180","H265","0.5632"
"H180","H264","0.5711"
"H180","H262","0.5572"
"H180","H26","0.6365"
"H180","H259","0.5467"
